Date,Price,Return,Sign,avg_positive_XLF,avg_neutral_XLF,avg_negative_XLF,n_XLF,sent_index_XLF,is_trading_day
2018-05-11,24.47294807434082,-0.0007073233512111,-1.0,0.11725837577666552,0.7192503213882446,0.16349128181380881,7.0,-0.04623290603714329,1.0
2018-05-14,24.45562744140625,-0.0007077460746435,-1.0,0.16798931472003456,0.5429753967871268,0.28903529290109875,15.0,-0.12104597818106419,1.0
2018-05-15,24.412328720092773,-0.0017705013464576,-1.0,0.03213106654584405,0.4699537139385938,0.49791522324085236,2.0,-0.4657841566950083,1.0
2018-05-16,24.45562744140625,0.0017736415812654,1.0,0.22051867904762423,0.3442764166328642,0.43520491466754013,9.0,-0.2146862356199159,1.0
2018-05-17,24.40367317199707,-0.0021244300328689,-1.0,0.024025593535043265,0.4376549646258354,0.5383194414898753,8.0,-0.514293847954832,1.0
2018-05-18,24.204490661621094,-0.0081619889338846,-1.0,0.13746706175152207,0.40298250084742904,0.459550424828194,8.0,-0.32208336307667196,1.0
2018-05-21,24.37769317626953,0.0071558008416623,1.0,0.12302775159478183,0.3972497329115867,0.47972250618040563,5.0,-0.35669475458562383,1.0
2018-05-22,24.54222679138184,0.0067493512992637,1.0,0.19430267424987896,0.5540245284459421,0.25167280621826643,7.0,-0.05737013196838747,1.0
2018-05-23,24.386354446411133,-0.0063511899835202,-1.0,0.2819227880487839,0.36509349755942816,0.35298370197415346,6.0,-0.07106091392536956,1.0
2018-05-24,24.195837020874023,-0.0078124602820717,-1.0,0.036978346854448264,0.4354900848120451,0.527531560510397,5.0,-0.49055321365594867,1.0
