Date,Price,Return,Sign,avg_positive_XLK,avg_neutral_XLK,avg_negative_XLK,n_XLK,sent_index_XLK,is_trading_day
2018-05-14,64.86048126220703,-0.0001431325204849,-1.0,0.07599722035229205,0.6639444579680761,0.2600582965339223,3.0,-0.18406107618163026,1.0
2018-05-15,64.247802734375,-0.0094460990098916,-1.0,0.09237235132604832,0.6697919197380543,0.23783572409301992,5.0,-0.1454633727669716,1.0
2018-05-16,64.53556823730469,0.0044789936882265,1.0,0.0665096510201692,0.6564784930087626,0.2770118431653827,4.0,-0.21050219214521348,1.0
2018-05-17,64.20138549804688,-0.0051782722053207,-1.0,0.45207772254943845,0.5311499260365963,0.0167723279446363,5.0,0.43530539460480216,1.0
2018-05-18,63.93218231201172,-0.0041931055528909,-1.0,0.3177613541483879,0.6615845449268818,0.020654112799093075,4.0,0.29710724134929484,1.0
2018-05-21,64.4891586303711,0.0087119866429887,1.0,0.0367967681959271,0.75290247797966,0.2103007030673325,2.0,-0.17350393487140542,1.0
2018-05-22,64.39634704589844,-0.0014391811964026,-1.0,0.14235398266464463,0.7032762169837952,0.1543698105961084,2.0,-0.012015827931463774,1.0
2018-05-23,64.86976623535156,0.0073516466565362,1.0,0.05141530558466905,0.8833225667476654,0.065262135118246,2.0,-0.013846829533576945,1.0
2018-05-24,64.79552459716797,-0.0011444721091523,-1.0,0.9057323038578033,0.07109283283352849,0.02317483816295855,2.0,0.8825574656948448,1.0
2018-05-25,64.74909210205078,-0.0007166003424751,-1.0,0.2208760678768158,0.12926512397825715,0.6498588174581528,2.0,-0.428982749581337,1.0
2018-05-29,64.39634704589844,-0.005447876482907,-1.0,0.1188758416101336,0.6147866249084473,0.26633755505705864,6.0,-0.14746171344692505,1.0
